employee_code,date,shift,check_in,check_out,regular_minutes,late_minutes,early_leave_minutes,overtime_minutes,status
EMP0027,2026-07-20,SHIFT_C,2026-07-20 22:00:00,2026-07-20 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-07-21,SHIFT_C,2026-07-21 22:00:00,2026-07-21 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-07-22,SHIFT_C,2026-07-22 22:00:00,2026-07-22 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-07-23,SHIFT_C,2026-07-23 22:00:00,2026-07-23 06:56:00,480,0,0,56,PRESENT
EMP0027,2026-07-24,SHIFT_C,2026-07-24 22:09:00,2026-07-24 06:00:00,471,9,0,0,PRESENT
EMP0027,2026-07-27,SHIFT_C,2026-07-27 22:43:00,2026-07-27 06:00:00,437,43,0,0,PRESENT
EMP0027,2026-07-28,SHIFT_C,2026-07-28 22:00:00,2026-07-28 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-07-29,SHIFT_C,2026-07-29 22:00:00,2026-07-29 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-07-30,SHIFT_C,2026-07-30 22:00:00,2026-07-30 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-07-31,SHIFT_C,2026-07-31 22:15:00,2026-07-31 06:42:00,465,15,0,42,PRESENT
EMP0027,2026-08-03,SHIFT_C,2026-08-03 22:00:00,2026-08-03 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-04,SHIFT_C,2026-08-04 22:00:00,2026-08-04 07:24:00,480,0,0,84,PRESENT
EMP0027,2026-08-05,SHIFT_C,2026-08-05 22:00:00,2026-08-05 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-06,SHIFT_C,2026-08-06 22:00:00,2026-08-06 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-07,SHIFT_C,2026-08-07 22:00:00,2026-08-07 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-10,SHIFT_C,2026-08-10 22:00:00,2026-08-10 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-11,SHIFT_C,2026-08-11 22:00:00,2026-08-11 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-12,SHIFT_C,2026-08-12 22:00:00,2026-08-12 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-13,SHIFT_C,2026-08-13 22:00:00,2026-08-13 05:45:00,465,0,15,0,PRESENT
EMP0027,2026-08-14,SHIFT_C,2026-08-14 22:00:00,2026-08-14 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-17,SHIFT_C,2026-08-17 22:11:00,2026-08-17 06:00:00,469,11,0,0,PRESENT
EMP0027,2026-08-18,SHIFT_C,2026-08-18 22:00:00,2026-08-18 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-19,SHIFT_C,2026-08-19 22:30:00,2026-08-19 06:00:00,450,30,0,0,PRESENT
EMP0027,2026-08-20,SHIFT_C,2026-08-20 22:00:00,2026-08-20 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-21,SHIFT_C,2026-08-21 22:06:00,2026-08-21 06:00:00,474,6,0,0,PRESENT
EMP0027,2026-08-24,SHIFT_C,2026-08-24 22:13:00,2026-08-24 06:00:00,467,13,0,0,PRESENT
EMP0027,2026-08-25,SHIFT_C,2026-08-25 22:00:00,2026-08-25 07:00:00,480,0,0,60,PRESENT
EMP0027,2026-08-26,SHIFT_C,,,0,0,0,0,ABSENT
EMP0027,2026-08-27,SHIFT_C,2026-08-27 22:00:00,2026-08-27 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-28,SHIFT_C,2026-08-28 22:00:00,2026-08-28 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-08-31,SHIFT_C,2026-08-31 22:26:00,2026-08-31 07:17:00,454,26,0,77,PRESENT
EMP0027,2026-09-01,SHIFT_C,2026-09-01 22:00:00,2026-09-01 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-09-02,SHIFT_C,2026-09-02 22:00:00,2026-09-02 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-09-03,SHIFT_C,2026-09-03 22:00:00,2026-09-03 07:47:00,480,0,0,107,PRESENT
EMP0027,2026-09-04,SHIFT_C,2026-09-04 22:00:00,2026-09-04 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-09-07,SHIFT_C,2026-09-07 22:00:00,2026-09-07 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-09-08,SHIFT_C,2026-09-08 22:38:00,2026-09-08 06:00:00,442,38,0,0,PRESENT
EMP0027,2026-09-09,SHIFT_C,2026-09-09 22:00:00,2026-09-09 06:00:00,480,0,0,0,PRESENT
EMP0027,2026-09-10,SHIFT_C,2026-09-10 22:00:00,2026-09-10 07:38:00,480,0,0,98,PRESENT
EMP0027,2026-09-11,SHIFT_C,2026-09-11 22:00:00,2026-09-11 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-09-11,SHIFT_C,2025-09-11 22:00:00,2025-09-11 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-09-12,SHIFT_C,2025-09-12 22:00:00,2025-09-12 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-09-15,SHIFT_C,2025-09-15 22:25:00,2025-09-15 06:00:00,455,25,0,0,PRESENT
EMP0028,2025-09-16,SHIFT_C,2025-09-16 22:00:00,2025-09-16 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-09-17,SHIFT_C,2025-09-17 22:00:00,2025-09-17 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-09-18,SHIFT_C,2025-09-18 22:00:00,2025-09-18 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-09-19,SHIFT_C,2025-09-19 22:00:00,2025-09-19 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-09-22,SHIFT_C,2025-09-22 22:00:00,2025-09-22 05:36:00,456,0,24,0,PRESENT
EMP0028,2025-09-23,SHIFT_C,2025-09-23 22:26:00,2025-09-23 07:38:00,454,26,0,98,PRESENT
EMP0028,2025-09-24,SHIFT_C,2025-09-24 22:11:00,2025-09-24 06:00:00,469,11,0,0,PRESENT
EMP0028,2025-09-25,SHIFT_C,2025-09-25 22:00:00,2025-09-25 07:46:00,480,0,0,106,PRESENT
EMP0028,2025-09-26,SHIFT_C,2025-09-26 22:08:00,2025-09-26 06:00:00,472,8,0,0,PRESENT
EMP0028,2025-09-29,SHIFT_C,2025-09-29 22:00:00,2025-09-29 07:47:00,480,0,0,107,PRESENT
EMP0028,2025-09-30,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2025-10-01,SHIFT_C,2025-10-01 22:00:00,2025-10-01 06:28:00,480,0,0,28,PRESENT
EMP0028,2025-10-02,SHIFT_C,2025-10-02 22:00:00,2025-10-02 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-03,SHIFT_C,2025-10-03 22:00:00,2025-10-03 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-06,SHIFT_C,2025-10-06 22:23:00,2025-10-06 06:00:00,457,23,0,0,PRESENT
EMP0028,2025-10-07,SHIFT_C,2025-10-07 22:00:00,2025-10-07 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-08,SHIFT_C,2025-10-08 22:00:00,2025-10-08 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-09,SHIFT_C,2025-10-09 22:21:00,2025-10-09 05:40:00,439,21,20,0,PRESENT
EMP0028,2025-10-10,SHIFT_C,2025-10-10 22:00:00,2025-10-10 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-13,SHIFT_C,2025-10-13 22:09:00,2025-10-13 06:00:00,471,9,0,0,PRESENT
EMP0028,2025-10-14,SHIFT_C,2025-10-14 22:00:00,2025-10-14 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-15,SHIFT_C,2025-10-15 22:00:00,2025-10-15 02:00:00,240,0,0,0,HALF_DAY
EMP0028,2025-10-16,SHIFT_C,2025-10-16 22:00:00,2025-10-16 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-17,SHIFT_C,2025-10-17 22:00:00,2025-10-17 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-20,SHIFT_C,,,0,0,0,0,LEAVE
EMP0028,2025-10-21,SHIFT_C,2025-10-21 22:00:00,2025-10-21 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-22,SHIFT_C,2025-10-22 22:07:00,2025-10-22 06:00:00,473,7,0,0,PRESENT
EMP0028,2025-10-23,SHIFT_C,2025-10-23 22:00:00,2025-10-23 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-24,SHIFT_C,2025-10-24 22:00:00,2025-10-24 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-27,SHIFT_C,2025-10-27 22:00:00,2025-10-27 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-28,SHIFT_C,2025-10-28 22:00:00,2025-10-28 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-29,SHIFT_C,2025-10-29 22:00:00,2025-10-29 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-10-30,SHIFT_C,2025-10-30 22:20:00,2025-10-30 06:00:00,460,20,0,0,PRESENT
EMP0028,2025-10-31,SHIFT_C,2025-10-31 22:00:00,2025-10-31 07:57:00,480,0,0,117,PRESENT
EMP0028,2025-11-03,SHIFT_C,2025-11-03 22:09:00,2025-11-03 06:00:00,471,9,0,0,PRESENT
EMP0028,2025-11-04,SHIFT_C,2025-11-04 22:00:00,2025-11-04 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-05,SHIFT_C,2025-11-05 22:00:00,2025-11-05 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-06,SHIFT_C,2025-11-06 22:00:00,2025-11-06 05:41:00,461,0,19,0,PRESENT
EMP0028,2025-11-07,SHIFT_C,2025-11-07 22:00:00,2025-11-07 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-10,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2025-11-11,SHIFT_C,2025-11-11 22:00:00,2025-11-11 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-12,SHIFT_C,2025-11-12 22:00:00,2025-11-12 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-13,SHIFT_C,2025-11-13 22:00:00,2025-11-13 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-14,SHIFT_C,2025-11-14 22:00:00,2025-11-14 06:57:00,480,0,0,57,PRESENT
EMP0028,2025-11-17,SHIFT_C,2025-11-17 22:00:00,2025-11-17 02:00:00,240,0,0,0,HALF_DAY
EMP0028,2025-11-18,SHIFT_C,2025-11-18 22:20:00,2025-11-18 07:57:00,460,20,0,117,PRESENT
EMP0028,2025-11-19,SHIFT_C,2025-11-19 22:38:00,2025-11-19 06:00:00,442,38,0,0,PRESENT
EMP0028,2025-11-20,SHIFT_C,2025-11-20 22:00:00,2025-11-20 05:46:00,466,0,14,0,PRESENT
EMP0028,2025-11-21,SHIFT_C,,,0,0,0,0,LEAVE
EMP0028,2025-11-24,SHIFT_C,2025-11-24 22:24:00,2025-11-24 06:00:00,456,24,0,0,PRESENT
EMP0028,2025-11-25,SHIFT_C,2025-11-25 22:00:00,2025-11-25 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-26,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2025-11-27,SHIFT_C,2025-11-27 22:00:00,2025-11-27 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-11-28,SHIFT_C,2025-11-28 22:00:00,2025-11-28 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-01,SHIFT_C,2025-12-01 22:00:00,2025-12-01 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-02,SHIFT_C,2025-12-02 22:00:00,2025-12-02 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-03,SHIFT_C,2025-12-03 22:00:00,2025-12-03 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-04,SHIFT_C,2025-12-04 22:00:00,2025-12-04 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-05,SHIFT_C,2025-12-05 22:00:00,2025-12-05 06:16:00,480,0,0,16,PRESENT
EMP0028,2025-12-08,SHIFT_C,2025-12-08 22:11:00,2025-12-08 06:00:00,469,11,0,0,PRESENT
EMP0028,2025-12-09,SHIFT_C,2025-12-09 22:00:00,2025-12-09 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-10,SHIFT_C,2025-12-10 22:00:00,2025-12-10 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-11,SHIFT_C,2025-12-11 22:00:00,2025-12-11 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-12,SHIFT_C,2025-12-12 22:00:00,2025-12-12 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-15,SHIFT_C,2025-12-15 22:00:00,2025-12-15 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-16,SHIFT_C,2025-12-16 22:00:00,2025-12-16 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-17,SHIFT_C,,,0,0,0,0,LEAVE
EMP0028,2025-12-18,SHIFT_C,2025-12-18 22:00:00,2025-12-18 05:45:00,465,0,15,0,PRESENT
EMP0028,2025-12-19,SHIFT_C,2025-12-19 22:00:00,2025-12-19 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-22,SHIFT_C,2025-12-22 22:00:00,2025-12-22 06:58:00,480,0,0,58,PRESENT
EMP0028,2025-12-23,SHIFT_C,2025-12-23 22:00:00,2025-12-23 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-24,SHIFT_C,2025-12-24 22:00:00,2025-12-24 07:30:00,480,0,0,90,PRESENT
EMP0028,2025-12-25,SHIFT_C,,,0,0,0,0,HOLIDAY
EMP0028,2025-12-26,SHIFT_C,2025-12-26 22:00:00,2025-12-26 06:54:00,480,0,0,54,PRESENT
EMP0028,2025-12-29,SHIFT_C,2025-12-29 22:00:00,2025-12-29 06:00:00,480,0,0,0,PRESENT
EMP0028,2025-12-30,SHIFT_C,2025-12-30 22:17:00,2025-12-30 06:00:00,463,17,0,0,PRESENT
EMP0028,2025-12-31,SHIFT_C,,,0,0,0,0,HOLIDAY
EMP0028,2026-01-01,SHIFT_C,,,0,0,0,0,HOLIDAY
EMP0028,2026-01-02,SHIFT_C,2026-01-02 22:00:00,2026-01-02 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-05,SHIFT_C,2026-01-05 22:00:00,2026-01-05 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-06,SHIFT_C,2026-01-06 22:00:00,2026-01-06 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-07,SHIFT_C,2026-01-07 22:00:00,2026-01-07 06:55:00,480,0,0,55,PRESENT
EMP0028,2026-01-08,SHIFT_C,2026-01-08 22:00:00,2026-01-08 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-09,SHIFT_C,2026-01-09 22:00:00,2026-01-09 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-12,SHIFT_C,2026-01-12 22:38:00,2026-01-12 02:00:00,240,38,0,0,HALF_DAY
EMP0028,2026-01-13,SHIFT_C,2026-01-13 22:44:00,2026-01-13 06:00:00,436,44,0,0,PRESENT
EMP0028,2026-01-14,SHIFT_C,2026-01-14 22:21:00,2026-01-14 07:22:00,438,21,21,103,PRESENT
EMP0028,2026-01-15,SHIFT_C,2026-01-15 22:00:00,2026-01-15 07:50:00,480,0,0,110,PRESENT
EMP0028,2026-01-16,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2026-01-19,SHIFT_C,2026-01-19 22:16:00,2026-01-19 07:29:00,464,16,0,89,PRESENT
EMP0028,2026-01-20,SHIFT_C,2026-01-20 22:00:00,2026-01-20 05:33:00,453,0,27,0,PRESENT
EMP0028,2026-01-21,SHIFT_C,2026-01-21 22:00:00,2026-01-21 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-22,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2026-01-23,SHIFT_C,2026-01-23 22:37:00,2026-01-23 06:00:00,443,37,0,0,PRESENT
EMP0028,2026-01-26,SHIFT_C,2026-01-26 22:00:00,2026-01-26 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-27,SHIFT_C,2026-01-27 22:00:00,2026-01-27 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-01-28,SHIFT_C,2026-01-28 22:31:00,2026-01-28 07:34:00,449,31,0,94,PRESENT
EMP0028,2026-01-29,SHIFT_C,2026-01-29 22:37:00,2026-01-29 05:37:00,420,37,23,0,PRESENT
EMP0028,2026-01-30,SHIFT_C,2026-01-30 22:27:00,2026-01-30 07:56:00,453,27,0,116,PRESENT
EMP0028,2026-02-02,SHIFT_C,2026-02-02 22:33:00,2026-02-02 06:00:00,447,33,0,0,PRESENT
EMP0028,2026-02-03,SHIFT_C,2026-02-03 22:19:00,2026-02-03 06:00:00,461,19,0,0,PRESENT
EMP0028,2026-02-04,SHIFT_C,,,0,0,0,0,HOLIDAY
EMP0028,2026-02-05,SHIFT_C,2026-02-05 22:00:00,2026-02-05 05:50:00,470,0,10,0,PRESENT
EMP0028,2026-02-06,SHIFT_C,2026-02-06 22:00:00,2026-02-06 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-09,SHIFT_C,2026-02-09 22:00:00,2026-02-09 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-10,SHIFT_C,2026-02-10 22:00:00,2026-02-10 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-11,SHIFT_C,2026-02-11 22:00:00,2026-02-11 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-12,SHIFT_C,2026-02-12 22:00:00,2026-02-12 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-13,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2026-02-16,SHIFT_C,2026-02-16 22:00:00,2026-02-16 07:39:00,480,0,0,99,PRESENT
EMP0028,2026-02-17,SHIFT_C,2026-02-17 22:20:00,2026-02-17 06:00:00,460,20,0,0,PRESENT
EMP0028,2026-02-18,SHIFT_C,2026-02-18 22:40:00,2026-02-18 06:00:00,440,40,0,0,PRESENT
EMP0028,2026-02-19,SHIFT_C,2026-02-19 22:00:00,2026-02-19 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-20,SHIFT_C,2026-02-20 22:00:00,2026-02-20 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-23,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2026-02-24,SHIFT_C,2026-02-24 22:00:00,2026-02-24 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-25,SHIFT_C,2026-02-25 22:00:00,2026-02-25 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-02-26,SHIFT_C,2026-02-26 22:00:00,2026-02-26 05:37:00,457,0,23,0,PRESENT
EMP0028,2026-02-27,SHIFT_C,2026-02-27 22:00:00,2026-02-27 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-02,SHIFT_C,2026-03-02 22:33:00,2026-03-02 06:00:00,447,33,0,0,PRESENT
EMP0028,2026-03-03,SHIFT_C,2026-03-03 22:00:00,2026-03-03 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-04,SHIFT_C,2026-03-04 22:00:00,2026-03-04 07:14:00,480,0,0,74,PRESENT
EMP0028,2026-03-05,SHIFT_C,2026-03-05 22:27:00,2026-03-05 06:00:00,453,27,0,0,PRESENT
EMP0028,2026-03-06,SHIFT_C,2026-03-06 22:00:00,2026-03-06 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-09,SHIFT_C,2026-03-09 22:00:00,2026-03-09 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-10,SHIFT_C,2026-03-10 22:00:00,2026-03-10 07:13:00,480,0,0,73,PRESENT
EMP0028,2026-03-11,SHIFT_C,2026-03-11 22:00:00,2026-03-11 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-12,SHIFT_C,2026-03-12 22:00:00,2026-03-12 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-13,SHIFT_C,2026-03-13 22:21:00,2026-03-13 06:00:00,459,21,0,0,PRESENT
EMP0028,2026-03-16,SHIFT_C,2026-03-16 22:00:00,2026-03-16 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-17,SHIFT_C,2026-03-17 22:00:00,2026-03-17 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-18,SHIFT_C,2026-03-18 22:06:00,2026-03-18 06:00:00,474,6,0,0,PRESENT
EMP0028,2026-03-19,SHIFT_C,2026-03-19 22:00:00,2026-03-19 07:04:00,480,0,0,64,PRESENT
EMP0028,2026-03-20,SHIFT_C,2026-03-20 22:00:00,2026-03-20 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-23,SHIFT_C,2026-03-23 22:21:00,2026-03-23 06:00:00,459,21,0,0,PRESENT
EMP0028,2026-03-24,SHIFT_C,2026-03-24 22:00:00,2026-03-24 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-25,SHIFT_C,2026-03-25 22:00:00,2026-03-25 07:02:00,480,0,0,62,PRESENT
EMP0028,2026-03-26,SHIFT_C,2026-03-26 22:00:00,2026-03-26 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-27,SHIFT_C,2026-03-27 22:00:00,2026-03-27 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-30,SHIFT_C,2026-03-30 22:00:00,2026-03-30 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-03-31,SHIFT_C,2026-03-31 22:26:00,2026-03-31 07:02:00,454,26,0,62,PRESENT
EMP0028,2026-04-01,SHIFT_C,2026-04-01 22:21:00,2026-04-01 06:00:00,459,21,0,0,PRESENT
EMP0028,2026-04-02,SHIFT_C,,,0,0,0,0,ABSENT
EMP0028,2026-04-03,SHIFT_C,2026-04-03 22:00:00,2026-04-03 02:00:00,240,0,0,0,HALF_DAY
EMP0028,2026-04-06,SHIFT_C,2026-04-06 22:22:00,2026-04-06 07:43:00,458,22,0,103,PRESENT
EMP0028,2026-04-07,SHIFT_C,2026-04-07 22:00:00,2026-04-07 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-08,SHIFT_C,2026-04-08 22:00:00,2026-04-08 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-09,SHIFT_C,2026-04-09 22:26:00,2026-04-09 06:00:00,454,26,0,0,PRESENT
EMP0028,2026-04-10,SHIFT_C,2026-04-10 22:20:00,2026-04-10 06:00:00,460,20,0,0,PRESENT
EMP0028,2026-04-13,SHIFT_C,2026-04-13 22:45:00,2026-04-13 06:00:00,435,45,0,0,PRESENT
EMP0028,2026-04-14,SHIFT_C,2026-04-14 22:00:00,2026-04-14 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-15,SHIFT_C,2026-04-15 22:00:00,2026-04-15 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-16,SHIFT_C,2026-04-16 22:00:00,2026-04-16 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-17,SHIFT_C,2026-04-17 22:00:00,2026-04-17 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-20,SHIFT_C,2026-04-20 22:00:00,2026-04-20 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-21,SHIFT_C,2026-04-21 22:00:00,2026-04-21 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-22,SHIFT_C,2026-04-22 22:00:00,2026-04-22 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-23,SHIFT_C,2026-04-23 22:00:00,2026-04-23 07:01:00,480,0,0,61,PRESENT
EMP0028,2026-04-24,SHIFT_C,2026-04-24 22:00:00,2026-04-24 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-27,SHIFT_C,2026-04-27 22:00:00,2026-04-27 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-28,SHIFT_C,2026-04-28 22:00:00,2026-04-28 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-29,SHIFT_C,2026-04-29 22:00:00,2026-04-29 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-04-30,SHIFT_C,2026-04-30 22:00:00,2026-04-30 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-01,SHIFT_C,,,0,0,0,0,HOLIDAY
EMP0028,2026-05-04,SHIFT_C,2026-05-04 22:00:00,2026-05-04 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-05,SHIFT_C,2026-05-05 22:26:00,2026-05-05 06:00:00,454,26,0,0,PRESENT
EMP0028,2026-05-06,SHIFT_C,2026-05-06 22:00:00,2026-05-06 06:20:00,480,0,0,20,PRESENT
EMP0028,2026-05-07,SHIFT_C,2026-05-07 22:00:00,2026-05-07 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-08,SHIFT_C,2026-05-08 22:37:00,2026-05-08 06:00:00,443,37,0,0,PRESENT
EMP0028,2026-05-11,SHIFT_C,2026-05-11 22:00:00,2026-05-11 05:34:00,454,0,26,0,PRESENT
EMP0028,2026-05-12,SHIFT_C,2026-05-12 22:07:00,2026-05-12 06:00:00,473,7,0,0,PRESENT
EMP0028,2026-05-13,SHIFT_C,2026-05-13 22:00:00,2026-05-13 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-14,SHIFT_C,,,0,0,0,0,LEAVE
EMP0028,2026-05-15,SHIFT_C,2026-05-15 22:00:00,2026-05-15 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-18,SHIFT_C,2026-05-18 22:00:00,2026-05-18 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-19,SHIFT_C,2026-05-19 22:41:00,2026-05-19 07:50:00,439,41,0,110,PRESENT
EMP0028,2026-05-20,SHIFT_C,2026-05-20 22:24:00,2026-05-20 06:00:00,456,24,0,0,PRESENT
EMP0028,2026-05-21,SHIFT_C,2026-05-21 22:00:00,2026-05-21 05:52:00,472,0,8,0,PRESENT
EMP0028,2026-05-22,SHIFT_C,2026-05-22 22:00:00,2026-05-22 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-25,SHIFT_C,2026-05-25 22:00:00,2026-05-25 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-26,SHIFT_C,2026-05-26 22:00:00,2026-05-26 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-27,SHIFT_C,2026-05-27 22:00:00,2026-05-27 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-05-28,SHIFT_C,,,0,0,0,0,LEAVE
EMP0028,2026-05-29,SHIFT_C,2026-05-29 22:00:00,2026-05-29 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-06-01,SHIFT_C,2026-06-01 22:19:00,2026-06-01 06:00:00,461,19,0,0,PRESENT
EMP0028,2026-06-02,SHIFT_C,2026-06-02 22:00:00,2026-06-02 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-06-03,SHIFT_C,2026-06-03 22:00:00,2026-06-03 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-06-04,SHIFT_C,2026-06-04 22:00:00,2026-06-04 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-06-05,SHIFT_C,2026-06-05 22:00:00,2026-06-05 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-06-08,SHIFT_C,2026-06-08 22:00:00,2026-06-08 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-06-09,SHIFT_C,2026-06-09 22:00:00,2026-06-09 06:00:00,480,0,0,0,PRESENT
EMP0028,2026-06-10,SHIFT_C,2026-06-10 22:00:00,2026-06-10 06:00:00,480,0,0,0,PRESENT
