employee_code,kpi_code,period,target,actual,achievement_percentage,weight,weighted_score,source
EMP0077,PUNCTUALITY,2025-11,90,68.75,76.39,20,15.28,ATTENDANCE
EMP0077,TASK_COMPLETION_RATE,2025-11,95,64.75,68.16,35,23.86,MANUAL
EMP0077,COST_EFFICIENCY,2025-11,90,59.43,66.03,15,9.9,MANUAL
EMP0078,ATTENDANCE_RATE,2025-11,95,100,105.26,30,31.58,ATTENDANCE
EMP0078,PUNCTUALITY,2025-11,90,90,100,20,20,ATTENDANCE
EMP0078,TASK_COMPLETION_RATE,2025-11,95,66.5,70,35,24.5,MANUAL
EMP0078,COST_EFFICIENCY,2025-11,90,59.22,65.8,15,9.87,MANUAL
EMP0079,ATTENDANCE_RATE,2025-11,95,95,100,30,30,ATTENDANCE
EMP0079,PUNCTUALITY,2025-11,90,36.84,40.94,20,8.19,ATTENDANCE
EMP0079,TASK_COMPLETION_RATE,2025-11,95,64.98,68.4,35,23.94,MANUAL
EMP0079,COST_EFFICIENCY,2025-11,90,64.15,71.28,15,10.69,MANUAL
EMP0080,ATTENDANCE_RATE,2025-11,95,90,94.74,30,28.42,ATTENDANCE
EMP0080,PUNCTUALITY,2025-11,90,77.78,86.42,20,17.28,ATTENDANCE
EMP0080,TASK_COMPLETION_RATE,2025-11,95,95.67,100.7,35,35.24,MANUAL
EMP0080,COST_EFFICIENCY,2025-11,90,95.4,106,15,15.9,MANUAL
EMP0082,ATTENDANCE_RATE,2025-11,95,95,100,30,30,ATTENDANCE
EMP0082,PUNCTUALITY,2025-11,90,73.68,81.87,20,16.37,ATTENDANCE
EMP0082,TASK_COMPLETION_RATE,2025-11,95,83.35,87.74,35,30.71,MANUAL
EMP0082,COST_EFFICIENCY,2025-11,90,73.06,81.18,15,12.18,MANUAL
EMP0083,ATTENDANCE_RATE,2025-11,95,100,105.26,15,15.79,ATTENDANCE
EMP0083,TASK_COMPLETION_RATE,2025-11,95,72.8,76.63,35,26.82,MANUAL
EMP0083,MANAGEMENT_EFFECTIVENESS,2025-11,90,70.39,78.21,50,39.1,MANUAL
EMP0084,ATTENDANCE_RATE,2025-11,95,95,100,30,30,ATTENDANCE
EMP0084,PUNCTUALITY,2025-11,90,57.89,64.33,20,12.87,ATTENDANCE
EMP0084,TASK_COMPLETION_RATE,2025-11,95,63.95,67.32,50,33.66,MANUAL
EMP0085,ATTENDANCE_RATE,2025-11,95,85,89.47,30,26.84,ATTENDANCE
EMP0085,PUNCTUALITY,2025-11,90,47.06,52.29,20,10.46,ATTENDANCE
EMP0085,TASK_COMPLETION_RATE,2025-11,95,78.55,82.68,50,41.34,MANUAL
EMP0086,ATTENDANCE_RATE,2025-11,95,100,105.26,30,31.58,ATTENDANCE
EMP0086,PUNCTUALITY,2025-11,90,100,111.11,20,22.22,ATTENDANCE
EMP0086,TASK_COMPLETION_RATE,2025-11,95,62.66,65.96,50,32.98,MANUAL
EMP0087,ATTENDANCE_RATE,2025-11,95,100,105.26,30,31.58,ATTENDANCE
EMP0087,PUNCTUALITY,2025-11,90,95,105.56,20,21.11,ATTENDANCE
EMP0087,TASK_COMPLETION_RATE,2025-11,95,78.55,82.68,50,41.34,MANUAL
EMP0089,ATTENDANCE_RATE,2025-11,95,95,100,30,30,ATTENDANCE
EMP0089,PUNCTUALITY,2025-11,90,68.42,76.02,20,15.2,ATTENDANCE
EMP0089,TASK_COMPLETION_RATE,2025-11,95,66.78,70.29,50,35.15,MANUAL
EMP0091,ATTENDANCE_RATE,2025-11,95,90,94.74,10,9.47,ATTENDANCE
EMP0091,TASK_COMPLETION_RATE,2025-11,95,66.21,69.69,20,13.94,MANUAL
EMP0091,COST_EFFICIENCY,2025-11,90,57.13,63.48,25,15.87,MANUAL
EMP0091,MANAGEMENT_EFFECTIVENESS,2025-11,90,64.58,71.76,45,32.29,MANUAL
EMP0092,ATTENDANCE_RATE,2025-11,95,95,100,25,25,ATTENDANCE
EMP0092,PUNCTUALITY,2025-11,90,100,111.11,15,16.67,ATTENDANCE
EMP0092,TASK_COMPLETION_RATE,2025-11,95,73.87,77.76,30,23.33,MANUAL
EMP0092,COST_EFFICIENCY,2025-11,90,61.56,68.4,30,20.52,MANUAL
EMP0093,ATTENDANCE_RATE,2025-11,95,100,105.26,25,26.32,ATTENDANCE
EMP0093,PUNCTUALITY,2025-11,90,60,66.67,15,10,ATTENDANCE
EMP0093,TASK_COMPLETION_RATE,2025-11,95,74.37,78.28,30,23.48,MANUAL
EMP0093,COST_EFFICIENCY,2025-11,90,73.19,81.32,30,24.4,MANUAL
EMP0094,ATTENDANCE_RATE,2025-11,95,85,89.47,25,22.37,ATTENDANCE
EMP0094,PUNCTUALITY,2025-11,90,70.59,78.43,15,11.76,ATTENDANCE
EMP0094,TASK_COMPLETION_RATE,2025-11,95,69.47,73.13,30,21.94,MANUAL
EMP0094,COST_EFFICIENCY,2025-11,90,65.18,72.42,30,21.73,MANUAL
EMP0095,ATTENDANCE_RATE,2025-11,95,100,105.26,25,26.32,ATTENDANCE
EMP0095,PUNCTUALITY,2025-11,90,90,100,15,15,ATTENDANCE
EMP0095,TASK_COMPLETION_RATE,2025-11,95,65.83,69.3,30,20.79,MANUAL
EMP0095,COST_EFFICIENCY,2025-11,90,63.63,70.7,30,21.21,MANUAL
EMP0096,ATTENDANCE_RATE,2025-11,95,90,94.74,25,23.69,ATTENDANCE
EMP0096,PUNCTUALITY,2025-11,90,50,55.56,15,8.33,ATTENDANCE
EMP0096,TASK_COMPLETION_RATE,2025-11,95,94.05,99,30,29.7,MANUAL
EMP0096,COST_EFFICIENCY,2025-11,90,90,100,30,30,MANUAL
EMP0097,ATTENDANCE_RATE,2025-11,95,90,94.74,25,23.69,ATTENDANCE
EMP0097,PUNCTUALITY,2025-11,90,77.78,86.42,15,12.96,ATTENDANCE
EMP0097,TASK_COMPLETION_RATE,2025-11,95,91.98,96.82,30,29.05,MANUAL
EMP0097,COST_EFFICIENCY,2025-11,90,92.7,103,30,30.9,MANUAL
EMP0098,ATTENDANCE_RATE,2025-11,95,100,105.26,25,26.32,ATTENDANCE
EMP0098,PUNCTUALITY,2025-11,90,100,111.11,15,16.67,ATTENDANCE
EMP0098,TASK_COMPLETION_RATE,2025-11,95,78.06,82.17,30,24.65,MANUAL
EMP0098,COST_EFFICIENCY,2025-11,90,68.72,76.36,30,22.91,MANUAL
EMP0100,ATTENDANCE_RATE,2025-11,95,95,100,25,25,ATTENDANCE
EMP0100,PUNCTUALITY,2025-11,90,57.89,64.33,15,9.65,ATTENDANCE
EMP0100,TASK_COMPLETION_RATE,2025-11,95,41.5,43.68,30,13.1,MANUAL
EMP0100,COST_EFFICIENCY,2025-11,90,37.04,41.16,30,12.35,MANUAL
EMP0001,ATTENDANCE_RATE,2025-12,95,100,105.26,10,10.53,ATTENDANCE
EMP0001,MANAGEMENT_EFFECTIVENESS,2025-12,90,69.99,77.77,90,69.99,MANUAL
EMP0002,ATTENDANCE_RATE,2025-12,95,80.95,85.21,15,12.78,ATTENDANCE
EMP0002,TASK_COMPLETION_RATE,2025-12,95,83.17,87.55,35,30.64,MANUAL
EMP0002,MANAGEMENT_EFFECTIVENESS,2025-12,90,75.74,84.15,50,42.08,MANUAL
EMP0003,ATTENDANCE_RATE,2025-12,95,80.95,85.21,35,29.82,ATTENDANCE
EMP0003,PUNCTUALITY,2025-12,90,64.71,71.9,25,17.98,ATTENDANCE
EMP0003,TASK_COMPLETION_RATE,2025-12,95,89.35,94.05,40,37.62,MANUAL
EMP0004,ATTENDANCE_RATE,2025-12,95,95.24,100.25,35,35.09,ATTENDANCE
EMP0004,PUNCTUALITY,2025-12,90,95,105.56,25,26.39,ATTENDANCE
EMP0004,TASK_COMPLETION_RATE,2025-12,95,82,86.32,40,34.53,MANUAL
EMP0005,ATTENDANCE_RATE,2025-12,95,76.19,80.2,35,28.07,ATTENDANCE
EMP0005,PUNCTUALITY,2025-12,90,81.25,90.28,25,22.57,ATTENDANCE
EMP0005,TASK_COMPLETION_RATE,2025-12,95,71.67,75.44,40,30.18,MANUAL
EMP0007,ATTENDANCE_RATE,2025-12,95,100,105.26,35,36.84,ATTENDANCE
EMP0007,PUNCTUALITY,2025-12,90,95.24,105.82,25,26.46,ATTENDANCE
EMP0007,TASK_COMPLETION_RATE,2025-12,95,100,105.26,40,42.1,MANUAL
EMP0008,ATTENDANCE_RATE,2025-12,95,85.71,90.23,35,31.58,ATTENDANCE
EMP0008,PUNCTUALITY,2025-12,90,77.78,86.42,25,21.61,ATTENDANCE
EMP0008,TASK_COMPLETION_RATE,2025-12,95,73.55,77.42,40,30.97,MANUAL
EMP0009,ATTENDANCE_RATE,2025-12,95,90.48,95.24,15,14.29,ATTENDANCE
EMP0009,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,83.5,83.5,25,20.88,PRODUCTION
EMP0009,QUALITY_RATE,2025-12,98,95.45,97.4,15,14.61,PRODUCTION
EMP0009,DEFECT_RATE,2025-12,2,4.55,43.95,10,4.39,PRODUCTION
EMP0009,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0009,MANAGEMENT_EFFECTIVENESS,2025-12,90,49.59,55.1,25,13.78,MANUAL
EMP0010,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0010,PUNCTUALITY,2025-12,90,84.21,93.57,10,9.36,ATTENDANCE
EMP0010,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,55.38,55.38,30,16.61,PRODUCTION
EMP0010,QUALITY_RATE,2025-12,98,89.35,91.17,20,18.23,PRODUCTION
EMP0010,DEFECT_RATE,2025-12,2,10.65,18.78,10,1.88,PRODUCTION
EMP0010,SAFETY_INCIDENTS,2025-12,0,2,100,10,10,PRODUCTION
EMP0011,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0011,PUNCTUALITY,2025-12,90,63.16,70.18,10,7.02,ATTENDANCE
EMP0011,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,78.97,78.97,30,23.69,PRODUCTION
EMP0011,QUALITY_RATE,2025-12,98,97.68,99.68,20,19.94,PRODUCTION
EMP0011,DEFECT_RATE,2025-12,2,2.32,86.38,10,8.64,PRODUCTION
EMP0011,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0012,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0012,PUNCTUALITY,2025-12,90,52.63,58.48,10,5.85,ATTENDANCE
EMP0012,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,73.66,73.66,30,22.1,PRODUCTION
EMP0012,QUALITY_RATE,2025-12,98,97.85,99.84,20,19.97,PRODUCTION
EMP0012,DEFECT_RATE,2025-12,2,2.15,92.92,10,9.29,PRODUCTION
EMP0012,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0013,ATTENDANCE_RATE,2025-12,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0013,PUNCTUALITY,2025-12,90,82.35,91.5,10,9.15,ATTENDANCE
EMP0013,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,103.14,103.14,30,30.94,PRODUCTION
EMP0013,QUALITY_RATE,2025-12,98,99.65,101.68,20,20.34,PRODUCTION
EMP0013,DEFECT_RATE,2025-12,2,0.35,150,10,15,PRODUCTION
EMP0013,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0014,ATTENDANCE_RATE,2025-12,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0014,PUNCTUALITY,2025-12,90,52.94,58.82,10,5.88,ATTENDANCE
EMP0014,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,74.15,74.15,30,22.25,PRODUCTION
EMP0014,QUALITY_RATE,2025-12,98,95.7,97.65,20,19.53,PRODUCTION
EMP0014,DEFECT_RATE,2025-12,2,4.3,46.46,10,4.65,PRODUCTION
EMP0014,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0015,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0015,PUNCTUALITY,2025-12,90,73.68,81.87,10,8.19,ATTENDANCE
EMP0015,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,73.05,73.05,30,21.92,PRODUCTION
EMP0015,QUALITY_RATE,2025-12,98,96.78,98.76,20,19.75,PRODUCTION
EMP0015,DEFECT_RATE,2025-12,2,3.22,62.13,10,6.21,PRODUCTION
EMP0015,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0016,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0016,PUNCTUALITY,2025-12,90,68.42,76.02,10,7.6,ATTENDANCE
EMP0016,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,70.22,70.22,30,21.07,PRODUCTION
EMP0016,QUALITY_RATE,2025-12,98,96.79,98.77,20,19.75,PRODUCTION
EMP0016,DEFECT_RATE,2025-12,2,3.21,62.36,10,6.24,PRODUCTION
EMP0016,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0017,ATTENDANCE_RATE,2025-12,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0017,PUNCTUALITY,2025-12,90,70,77.78,10,7.78,ATTENDANCE
EMP0017,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,75.11,75.11,30,22.53,PRODUCTION
EMP0017,QUALITY_RATE,2025-12,98,95.74,97.69,20,19.54,PRODUCTION
EMP0017,DEFECT_RATE,2025-12,2,4.26,46.92,10,4.69,PRODUCTION
EMP0017,SAFETY_INCIDENTS,2025-12,0,1,100,10,10,PRODUCTION
EMP0018,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0018,PUNCTUALITY,2025-12,90,63.16,70.18,10,7.02,ATTENDANCE
EMP0018,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,61.45,61.45,30,18.43,PRODUCTION
EMP0018,QUALITY_RATE,2025-12,98,95.68,97.63,20,19.53,PRODUCTION
EMP0018,DEFECT_RATE,2025-12,2,4.32,46.3,10,4.63,PRODUCTION
EMP0018,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0019,ATTENDANCE_RATE,2025-12,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0019,PUNCTUALITY,2025-12,90,95,105.56,10,10.56,ATTENDANCE
EMP0019,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,77.83,77.83,30,23.35,PRODUCTION
EMP0019,QUALITY_RATE,2025-12,98,96.69,98.66,20,19.73,PRODUCTION
EMP0019,DEFECT_RATE,2025-12,2,3.31,60.42,10,6.04,PRODUCTION
EMP0019,SAFETY_INCIDENTS,2025-12,0,1,100,10,10,PRODUCTION
EMP0020,ATTENDANCE_RATE,2025-12,95,100,105.26,20,21.05,ATTENDANCE
EMP0020,PUNCTUALITY,2025-12,90,95.24,105.82,10,10.58,ATTENDANCE
EMP0020,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,65.9,65.9,30,19.77,PRODUCTION
EMP0020,QUALITY_RATE,2025-12,98,96.82,98.8,20,19.76,PRODUCTION
EMP0020,DEFECT_RATE,2025-12,2,3.18,62.91,10,6.29,PRODUCTION
EMP0020,SAFETY_INCIDENTS,2025-12,0,1,100,10,10,PRODUCTION
EMP0022,ATTENDANCE_RATE,2025-12,95,100,105.26,20,21.05,ATTENDANCE
EMP0022,PUNCTUALITY,2025-12,90,100,111.11,10,11.11,ATTENDANCE
EMP0022,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,65.64,65.64,30,19.69,PRODUCTION
EMP0022,QUALITY_RATE,2025-12,98,96.58,98.55,20,19.71,PRODUCTION
EMP0022,DEFECT_RATE,2025-12,2,3.42,58.47,10,5.85,PRODUCTION
EMP0022,SAFETY_INCIDENTS,2025-12,0,2,100,10,10,PRODUCTION
EMP0023,ATTENDANCE_RATE,2025-12,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0023,PUNCTUALITY,2025-12,90,80,88.89,10,8.89,ATTENDANCE
EMP0023,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,115.89,115.89,30,34.77,PRODUCTION
EMP0023,QUALITY_RATE,2025-12,98,99.47,101.5,20,20.3,PRODUCTION
EMP0023,DEFECT_RATE,2025-12,2,0.53,150,10,15,PRODUCTION
EMP0023,SAFETY_INCIDENTS,2025-12,0,1,100,10,10,PRODUCTION
EMP0024,ATTENDANCE_RATE,2025-12,95,100,105.26,20,21.05,ATTENDANCE
EMP0024,PUNCTUALITY,2025-12,90,90.48,100.53,10,10.05,ATTENDANCE
EMP0024,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,74.06,74.06,30,22.22,PRODUCTION
EMP0024,QUALITY_RATE,2025-12,98,95.6,97.56,20,19.51,PRODUCTION
EMP0024,DEFECT_RATE,2025-12,2,4.4,45.5,10,4.55,PRODUCTION
EMP0024,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0025,ATTENDANCE_RATE,2025-12,95,100,105.26,20,21.05,ATTENDANCE
EMP0025,PUNCTUALITY,2025-12,90,61.9,68.78,10,6.88,ATTENDANCE
EMP0025,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,75.08,75.08,30,22.52,PRODUCTION
EMP0025,QUALITY_RATE,2025-12,98,95.59,97.54,20,19.51,PRODUCTION
EMP0025,DEFECT_RATE,2025-12,2,4.41,45.37,10,4.54,PRODUCTION
EMP0025,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0026,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0026,PUNCTUALITY,2025-12,90,68.42,76.02,10,7.6,ATTENDANCE
EMP0026,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,109.5,109.5,30,32.85,PRODUCTION
EMP0026,QUALITY_RATE,2025-12,98,98.69,100.71,20,20.14,PRODUCTION
EMP0026,DEFECT_RATE,2025-12,2,1.31,150,10,15,PRODUCTION
EMP0026,SAFETY_INCIDENTS,2025-12,0,1,100,10,10,PRODUCTION
EMP0027,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0027,PUNCTUALITY,2025-12,90,52.63,58.48,10,5.85,ATTENDANCE
EMP0027,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,105.64,105.64,30,31.69,PRODUCTION
EMP0027,QUALITY_RATE,2025-12,98,98.95,100.97,20,20.19,PRODUCTION
EMP0027,DEFECT_RATE,2025-12,2,1.05,150,10,15,PRODUCTION
EMP0027,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0028,ATTENDANCE_RATE,2025-12,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0028,PUNCTUALITY,2025-12,90,90,100,10,10,ATTENDANCE
EMP0028,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,75.46,75.46,30,22.64,PRODUCTION
EMP0028,QUALITY_RATE,2025-12,98,96.86,98.83,20,19.77,PRODUCTION
EMP0028,DEFECT_RATE,2025-12,2,3.14,63.65,10,6.37,PRODUCTION
EMP0028,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0029,ATTENDANCE_RATE,2025-12,95,90.91,95.69,20,19.14,ATTENDANCE
EMP0029,PUNCTUALITY,2025-12,90,90,100,10,10,ATTENDANCE
EMP0029,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,44.08,44.08,30,13.22,PRODUCTION
EMP0029,QUALITY_RATE,2025-12,98,92.44,94.32,20,18.86,PRODUCTION
EMP0029,DEFECT_RATE,2025-12,2,7.56,26.45,10,2.65,PRODUCTION
EMP0029,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0030,ATTENDANCE_RATE,2025-12,95,85.71,90.23,20,18.05,ATTENDANCE
EMP0030,PUNCTUALITY,2025-12,90,83.33,92.59,10,9.26,ATTENDANCE
EMP0030,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,48.27,48.27,30,14.48,PRODUCTION
EMP0030,QUALITY_RATE,2025-12,98,93.7,95.61,20,19.12,PRODUCTION
EMP0030,DEFECT_RATE,2025-12,2,6.3,31.74,10,3.17,PRODUCTION
EMP0030,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0031,ATTENDANCE_RATE,2025-12,95,85.71,90.23,20,18.05,ATTENDANCE
EMP0031,PUNCTUALITY,2025-12,90,94.44,104.94,10,10.49,ATTENDANCE
EMP0031,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,70.71,70.71,30,21.21,PRODUCTION
EMP0031,QUALITY_RATE,2025-12,98,96.64,98.62,20,19.72,PRODUCTION
EMP0031,DEFECT_RATE,2025-12,2,3.36,59.59,10,5.96,PRODUCTION
EMP0031,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0032,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0032,PUNCTUALITY,2025-12,90,68.42,76.02,10,7.6,ATTENDANCE
EMP0032,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,109.79,109.79,30,32.94,PRODUCTION
EMP0032,QUALITY_RATE,2025-12,98,98.76,100.78,20,20.16,PRODUCTION
EMP0032,DEFECT_RATE,2025-12,2,1.24,150,10,15,PRODUCTION
EMP0032,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0033,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0033,PUNCTUALITY,2025-12,90,42.11,46.78,10,4.68,ATTENDANCE
EMP0033,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,81.35,81.35,30,24.41,PRODUCTION
EMP0033,QUALITY_RATE,2025-12,98,96.84,98.82,20,19.76,PRODUCTION
EMP0033,DEFECT_RATE,2025-12,2,3.16,63.27,10,6.33,PRODUCTION
EMP0033,SAFETY_INCIDENTS,2025-12,0,1,100,10,10,PRODUCTION
EMP0034,ATTENDANCE_RATE,2025-12,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0034,PUNCTUALITY,2025-12,90,80,88.89,10,8.89,ATTENDANCE
EMP0034,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,74.23,74.23,30,22.27,PRODUCTION
EMP0034,QUALITY_RATE,2025-12,98,96.73,98.7,20,19.74,PRODUCTION
EMP0034,DEFECT_RATE,2025-12,2,3.27,61.08,10,6.11,PRODUCTION
EMP0034,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0035,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0035,PUNCTUALITY,2025-12,90,57.89,64.33,10,6.43,ATTENDANCE
EMP0035,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,54.85,54.85,30,16.45,PRODUCTION
EMP0035,QUALITY_RATE,2025-12,98,91.76,93.64,20,18.73,PRODUCTION
EMP0035,DEFECT_RATE,2025-12,2,8.24,24.28,10,2.43,PRODUCTION
EMP0035,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0037,ATTENDANCE_RATE,2025-12,95,100,105.26,20,21.05,ATTENDANCE
EMP0037,PUNCTUALITY,2025-12,90,90.48,100.53,10,10.05,ATTENDANCE
EMP0037,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,74.11,74.11,30,22.23,PRODUCTION
EMP0037,QUALITY_RATE,2025-12,98,97.6,99.59,20,19.92,PRODUCTION
EMP0037,DEFECT_RATE,2025-12,2,2.4,83.3,10,8.33,PRODUCTION
EMP0037,SAFETY_INCIDENTS,2025-12,0,1,100,10,10,PRODUCTION
EMP0038,ATTENDANCE_RATE,2025-12,95,95.24,100.25,20,20.05,ATTENDANCE
EMP0038,PUNCTUALITY,2025-12,90,75,83.33,10,8.33,ATTENDANCE
EMP0038,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,71.33,71.33,30,21.4,PRODUCTION
EMP0038,QUALITY_RATE,2025-12,98,97.74,99.73,20,19.95,PRODUCTION
EMP0038,DEFECT_RATE,2025-12,2,2.26,88.44,10,8.84,PRODUCTION
EMP0038,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0039,ATTENDANCE_RATE,2025-12,95,85.71,90.23,20,18.05,ATTENDANCE
EMP0039,PUNCTUALITY,2025-12,90,94.44,104.94,10,10.49,ATTENDANCE
EMP0039,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,80.34,80.34,30,24.1,PRODUCTION
EMP0039,QUALITY_RATE,2025-12,98,96.62,98.6,20,19.72,PRODUCTION
EMP0039,DEFECT_RATE,2025-12,2,3.38,59.25,10,5.93,PRODUCTION
EMP0039,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0040,ATTENDANCE_RATE,2025-12,95,85.71,90.23,20,18.05,ATTENDANCE
EMP0040,PUNCTUALITY,2025-12,90,50,55.56,10,5.56,ATTENDANCE
EMP0040,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,75.45,75.45,30,22.64,PRODUCTION
EMP0040,QUALITY_RATE,2025-12,98,97.52,99.51,20,19.9,PRODUCTION
EMP0040,DEFECT_RATE,2025-12,2,2.48,80.62,10,8.06,PRODUCTION
EMP0040,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0041,ATTENDANCE_RATE,2025-12,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0041,PUNCTUALITY,2025-12,90,70.59,78.43,10,7.84,ATTENDANCE
EMP0041,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,72.82,72.82,30,21.85,PRODUCTION
EMP0041,QUALITY_RATE,2025-12,98,96.58,98.55,20,19.71,PRODUCTION
EMP0041,DEFECT_RATE,2025-12,2,3.42,58.48,10,5.85,PRODUCTION
EMP0041,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0042,ATTENDANCE_RATE,2025-12,95,90.48,95.24,20,19.05,ATTENDANCE
EMP0042,PUNCTUALITY,2025-12,90,47.37,52.63,10,5.26,ATTENDANCE
EMP0042,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,69.35,69.35,30,20.81,PRODUCTION
EMP0042,QUALITY_RATE,2025-12,98,96.67,98.65,20,19.73,PRODUCTION
EMP0042,DEFECT_RATE,2025-12,2,3.33,60.12,10,6.01,PRODUCTION
EMP0042,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0043,ATTENDANCE_RATE,2025-12,95,100,105.26,20,21.05,ATTENDANCE
EMP0043,PUNCTUALITY,2025-12,90,100,111.11,10,11.11,ATTENDANCE
EMP0043,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,70.13,70.13,30,21.04,PRODUCTION
EMP0043,QUALITY_RATE,2025-12,98,96.75,98.73,20,19.75,PRODUCTION
EMP0043,DEFECT_RATE,2025-12,2,3.25,61.58,10,6.16,PRODUCTION
EMP0043,SAFETY_INCIDENTS,2025-12,0,0,150,10,15,PRODUCTION
EMP0044,ATTENDANCE_RATE,2025-12,95,80.95,85.21,20,17.04,ATTENDANCE
EMP0044,PUNCTUALITY,2025-12,90,88.24,98.04,10,9.8,ATTENDANCE
EMP0044,PRODUCTION_TARGET_ACHIEVEMENT,2025-12,100,117.53,117.53,30,35.26,PRODUCTION
EMP0044,QUALITY_RATE,2025-12,98,98.62,100.63,20,20.13,PRODUCTION
