employee_code,date,shift,target_units,produced_units,defective_units,rework_units,downtime_minutes,safety_incidents
EMP0016,2026-02-16,SHIFT_B,82,52,2,1,19,0
EMP0016,2026-02-17,SHIFT_B,89,63,2,1,25,0
EMP0016,2026-02-18,SHIFT_B,92,71,2,1,11,0
EMP0016,2026-02-19,SHIFT_B,102,76,2,1,26,0
EMP0016,2026-02-20,SHIFT_B,95,68,2,1,34,0
EMP0016,2026-02-23,SHIFT_B,119,77,3,1,2,0
EMP0016,2026-02-24,SHIFT_B,80,53,2,1,38,0
EMP0016,2026-02-25,SHIFT_B,114,86,3,1,11,0
EMP0016,2026-02-26,SHIFT_B,86,61,2,1,29,0
EMP0016,2026-02-27,SHIFT_B,104,67,3,1,27,0
EMP0016,2026-03-02,SHIFT_B,95,68,3,2,20,0
EMP0016,2026-03-03,SHIFT_B,104,76,3,2,27,0
EMP0016,2026-03-04,SHIFT_B,100,72,2,1,1,0
EMP0016,2026-03-05,SHIFT_B,90,60,2,1,29,0
EMP0016,2026-03-06,SHIFT_B,118,78,2,1,20,0
EMP0016,2026-03-09,SHIFT_B,103,72,2,1,44,0
EMP0016,2026-03-10,SHIFT_B,109,69,3,2,10,0
EMP0016,2026-03-11,SHIFT_B,119,83,2,1,19,0
EMP0016,2026-03-12,SHIFT_B,99,72,2,1,7,0
EMP0016,2026-03-13,SHIFT_B,110,82,3,1,26,0
EMP0016,2026-03-16,SHIFT_B,116,73,3,2,44,0
EMP0016,2026-03-17,SHIFT_B,107,79,3,1,21,0
EMP0016,2026-03-18,SHIFT_B,98,70,2,1,9,0
EMP0016,2026-03-19,SHIFT_B,90,67,3,1,64,0
EMP0016,2026-03-20,SHIFT_B,116,79,2,1,21,0
EMP0016,2026-03-23,SHIFT_B,81,58,2,1,11,0
EMP0016,2026-03-24,SHIFT_B,117,77,3,2,14,0
EMP0016,2026-03-25,SHIFT_B,104,73,3,2,6,0
EMP0016,2026-03-26,SHIFT_B,84,56,2,1,30,0
EMP0016,2026-03-27,SHIFT_B,119,78,2,1,25,0
EMP0016,2026-03-30,SHIFT_B,94,72,3,2,19,0
EMP0016,2026-03-31,SHIFT_B,99,71,2,1,7,0
EMP0016,2026-04-01,SHIFT_B,120,86,3,1,3,0
EMP0016,2026-04-02,SHIFT_B,108,74,2,1,14,0
EMP0016,2026-04-03,SHIFT_B,119,83,3,2,28,0
EMP0016,2026-04-06,SHIFT_B,93,60,2,1,10,0
EMP0016,2026-04-07,SHIFT_B,106,76,3,2,25,0
EMP0016,2026-04-08,SHIFT_B,96,73,2,1,56,0
EMP0016,2026-04-09,SHIFT_B,98,75,2,1,13,0
EMP0016,2026-04-10,SHIFT_B,108,81,3,1,9,0
EMP0016,2026-04-13,SHIFT_B,84,54,2,1,5,0
EMP0016,2026-04-14,SHIFT_B,91,67,2,1,4,0
EMP0016,2026-04-15,SHIFT_B,99,62,2,1,15,0
EMP0016,2026-04-16,SHIFT_B,108,74,3,2,8,0
EMP0016,2026-04-17,SHIFT_B,105,77,3,2,16,0
EMP0016,2026-04-20,SHIFT_B,106,70,3,1,27,0
EMP0016,2026-04-21,SHIFT_B,91,58,2,1,23,0
EMP0016,2026-04-22,SHIFT_B,104,77,2,1,13,0
EMP0016,2026-04-23,SHIFT_B,94,71,2,1,29,0
EMP0016,2026-04-24,SHIFT_B,111,71,3,2,13,0
EMP0016,2026-04-27,SHIFT_B,110,72,2,1,18,0
EMP0016,2026-04-28,SHIFT_B,89,63,2,1,16,0
EMP0016,2026-04-29,SHIFT_B,106,75,2,1,17,0
EMP0016,2026-04-30,SHIFT_B,91,67,2,1,5,0
EMP0016,2026-05-04,SHIFT_B,82,63,2,1,19,0
EMP0016,2026-05-05,SHIFT_B,106,74,2,1,1,0
EMP0016,2026-05-06,SHIFT_B,102,70,2,1,49,0
EMP0016,2026-05-07,SHIFT_B,93,69,2,1,10,0
EMP0016,2026-05-08,SHIFT_B,110,79,3,2,29,1
EMP0016,2026-05-11,SHIFT_B,120,88,4,3,20,0
EMP0016,2026-05-12,SHIFT_B,101,69,2,1,14,0
EMP0016,2026-05-13,SHIFT_B,91,63,2,1,46,0
EMP0016,2026-05-14,SHIFT_B,97,62,2,1,7,0
EMP0016,2026-05-15,SHIFT_B,91,64,3,1,18,0
EMP0016,2026-05-18,SHIFT_B,83,53,2,1,21,0
EMP0016,2026-05-19,SHIFT_B,114,76,2,1,5,0
EMP0016,2026-05-20,SHIFT_B,114,75,2,1,30,0
EMP0016,2026-05-21,SHIFT_B,93,69,3,2,21,0
EMP0016,2026-05-22,SHIFT_B,99,66,2,1,23,0
EMP0016,2026-05-25,SHIFT_B,105,70,2,1,2,0
EMP0016,2026-05-26,SHIFT_B,120,88,4,3,5,0
EMP0016,2026-05-27,SHIFT_B,115,81,3,1,22,0
EMP0016,2026-05-28,SHIFT_B,115,73,3,2,4,0
EMP0016,2026-05-29,SHIFT_B,113,82,2,1,5,0
EMP0016,2026-06-01,SHIFT_B,98,69,2,1,71,0
EMP0016,2026-06-02,SHIFT_B,103,66,2,1,7,0
EMP0016,2026-06-03,SHIFT_B,106,73,3,2,4,0
EMP0016,2026-06-04,SHIFT_B,103,68,3,2,23,0
EMP0016,2026-06-05,SHIFT_B,113,83,2,1,6,0
EMP0016,2026-06-08,SHIFT_B,88,58,2,1,25,0
EMP0016,2026-06-09,SHIFT_B,102,68,2,1,10,0
EMP0016,2026-06-10,SHIFT_B,118,77,2,1,28,0
EMP0016,2026-06-11,SHIFT_B,98,70,3,1,10,0
EMP0016,2026-06-12,SHIFT_B,113,86,3,1,11,0
EMP0016,2026-06-15,SHIFT_B,91,60,2,1,6,0
EMP0016,2026-06-16,SHIFT_B,119,89,3,1,16,0
EMP0016,2026-06-17,SHIFT_B,91,64,3,2,22,0
EMP0016,2026-06-18,SHIFT_B,93,60,2,1,5,0
EMP0016,2026-06-19,SHIFT_B,93,62,2,1,10,0
EMP0016,2026-06-22,SHIFT_B,103,70,3,1,22,0
EMP0016,2026-06-23,SHIFT_B,116,87,3,2,0,0
EMP0016,2026-06-24,SHIFT_B,120,75,3,1,3,0
EMP0016,2026-06-25,SHIFT_B,107,72,2,1,7,0
EMP0016,2026-06-26,SHIFT_B,111,77,2,1,8,0
EMP0016,2026-06-29,SHIFT_B,90,60,2,1,21,0
EMP0016,2026-06-30,SHIFT_B,90,57,2,1,9,0
EMP0016,2026-07-01,SHIFT_B,105,81,2,1,20,0
EMP0016,2026-07-02,SHIFT_B,98,70,2,1,8,0
EMP0016,2026-07-03,SHIFT_B,105,75,2,1,22,0
EMP0016,2026-07-06,SHIFT_B,118,86,3,2,19,0
EMP0016,2026-07-07,SHIFT_B,108,81,2,1,17,0
EMP0016,2026-07-08,SHIFT_B,89,58,2,1,64,0
EMP0016,2026-07-09,SHIFT_B,86,65,3,1,25,0
EMP0016,2026-07-10,SHIFT_B,80,60,2,1,2,0
EMP0016,2026-07-13,SHIFT_B,84,59,2,1,16,0
EMP0016,2026-07-14,SHIFT_B,105,67,3,1,24,0
EMP0016,2026-07-15,SHIFT_B,94,66,2,1,18,0
EMP0016,2026-07-16,SHIFT_B,92,60,2,1,1,0
EMP0016,2026-07-17,SHIFT_B,85,58,2,1,24,0
EMP0016,2026-07-20,SHIFT_B,96,61,2,1,47,0
EMP0016,2026-07-21,SHIFT_B,97,64,3,1,5,0
EMP0016,2026-07-22,SHIFT_B,84,60,2,1,15,0
EMP0016,2026-07-23,SHIFT_B,85,62,2,1,7,0
EMP0016,2026-07-24,SHIFT_B,90,65,3,2,5,0
EMP0016,2026-07-27,SHIFT_B,105,70,2,1,22,0
EMP0016,2026-07-28,SHIFT_B,85,59,2,1,19,0
EMP0016,2026-07-29,SHIFT_B,100,71,2,1,11,0
EMP0016,2026-07-30,SHIFT_B,109,84,3,2,20,0
EMP0016,2026-07-31,SHIFT_B,83,53,2,1,22,0
EMP0016,2026-08-03,SHIFT_B,115,85,3,2,10,0
EMP0016,2026-08-04,SHIFT_B,112,72,3,2,12,0
EMP0016,2026-08-06,SHIFT_B,96,62,2,1,70,0
EMP0016,2026-08-07,SHIFT_B,119,90,3,2,7,0
EMP0016,2026-08-10,SHIFT_B,91,64,3,1,10,0
EMP0016,2026-08-11,SHIFT_B,86,62,2,1,23,0
EMP0016,2026-08-12,SHIFT_B,85,59,2,1,7,0
EMP0016,2026-08-13,SHIFT_B,116,82,3,2,10,0
EMP0016,2026-08-14,SHIFT_B,105,73,3,1,1,0
EMP0016,2026-08-17,SHIFT_B,112,84,3,1,12,0
EMP0016,2026-08-18,SHIFT_B,111,77,2,1,68,0
EMP0016,2026-08-19,SHIFT_B,99,66,2,1,23,0
EMP0016,2026-08-20,SHIFT_B,99,66,3,1,18,0
EMP0016,2026-08-21,SHIFT_B,96,60,2,1,4,0
EMP0016,2026-08-24,SHIFT_B,104,76,2,1,69,0
EMP0016,2026-08-25,SHIFT_B,98,74,2,1,13,0
EMP0016,2026-08-26,SHIFT_B,117,82,2,1,10,0
EMP0016,2026-08-27,SHIFT_B,113,73,2,1,16,0
EMP0016,2026-08-28,SHIFT_B,80,56,2,1,17,0
EMP0016,2026-08-31,SHIFT_B,92,66,3,1,11,0
EMP0016,2026-09-01,SHIFT_B,93,58,2,1,24,0
EMP0016,2026-09-02,SHIFT_B,85,57,2,1,10,0
EMP0016,2026-09-03,SHIFT_B,94,63,2,1,27,0
EMP0016,2026-09-04,SHIFT_B,105,68,2,1,11,0
EMP0016,2026-09-07,SHIFT_B,83,61,2,1,18,0
EMP0016,2026-09-08,SHIFT_B,100,73,2,1,27,1
EMP0016,2026-09-09,SHIFT_B,116,87,3,2,8,0
EMP0016,2026-09-10,SHIFT_B,116,79,3,2,13,0
EMP0016,2026-09-11,SHIFT_B,108,80,2,1,26,0
EMP0017,2025-09-11,SHIFT_A,121,100,5,2,8,0
EMP0017,2025-09-12,SHIFT_A,116,90,4,3,25,0
EMP0017,2025-09-15,SHIFT_A,126,97,5,3,21,0
EMP0017,2025-09-16,SHIFT_A,141,115,5,3,13,0
EMP0017,2025-09-17,SHIFT_A,121,83,3,1,16,0
EMP0017,2025-09-18,SHIFT_A,123,92,4,2,19,0
EMP0017,2025-09-19,SHIFT_A,116,78,4,2,26,0
EMP0017,2025-09-22,SHIFT_A,128,95,4,3,25,0
EMP0017,2025-09-23,SHIFT_A,144,107,4,2,3,0
EMP0017,2025-09-24,SHIFT_A,131,105,5,3,28,0
EMP0017,2025-09-25,SHIFT_A,141,102,4,2,23,0
EMP0017,2025-09-26,SHIFT_A,118,92,5,3,25,0
EMP0017,2025-09-29,SHIFT_A,137,111,4,3,16,0
EMP0017,2025-09-30,SHIFT_A,134,105,4,2,21,0
EMP0017,2025-10-01,SHIFT_A,114,79,4,3,6,0
EMP0017,2025-10-02,SHIFT_A,110,80,4,2,20,0
EMP0017,2025-10-03,SHIFT_A,113,92,4,1,7,0
EMP0017,2025-10-06,SHIFT_A,136,100,4,2,17,0
EMP0017,2025-10-07,SHIFT_A,137,98,4,2,21,0
EMP0017,2025-10-08,SHIFT_A,139,115,6,3,62,0
EMP0017,2025-10-09,SHIFT_A,146,102,4,2,24,0
EMP0017,2025-10-10,SHIFT_A,137,95,4,2,5,0
EMP0017,2025-10-13,SHIFT_A,147,104,4,2,29,0
EMP0017,2025-10-14,SHIFT_A,130,102,4,2,22,0
EMP0017,2025-10-15,SHIFT_A,117,90,4,1,14,0
EMP0017,2025-10-16,SHIFT_A,148,110,4,3,26,0
EMP0017,2025-10-17,SHIFT_A,115,80,3,1,16,0
EMP0017,2025-10-20,SHIFT_A,137,100,5,3,2,0
EMP0017,2025-10-21,SHIFT_A,143,115,6,4,4,0
EMP0017,2025-10-22,SHIFT_A,118,91,4,2,29,0
EMP0017,2025-10-23,SHIFT_A,142,116,5,3,5,0
EMP0017,2025-10-24,SHIFT_A,110,91,4,2,10,0
EMP0017,2025-10-27,SHIFT_A,111,91,4,2,25,0
EMP0017,2025-10-28,SHIFT_A,117,81,4,3,26,0
EMP0017,2025-10-29,SHIFT_A,122,87,3,2,2,0
EMP0017,2025-10-30,SHIFT_A,128,102,4,1,0,0
EMP0017,2025-10-31,SHIFT_A,131,89,4,2,23,0
EMP0017,2025-11-03,SHIFT_A,118,89,4,2,27,0
EMP0017,2025-11-04,SHIFT_A,141,106,5,2,28,0
EMP0017,2025-11-05,SHIFT_A,126,95,4,2,1,0
EMP0017,2025-11-06,SHIFT_A,121,95,5,3,9,0
EMP0017,2025-11-10,SHIFT_A,122,89,4,1,24,0
EMP0017,2025-11-11,SHIFT_A,124,90,5,2,8,0
EMP0017,2025-11-12,SHIFT_A,118,89,4,2,13,0
EMP0017,2025-11-13,SHIFT_A,146,99,4,2,28,0
EMP0017,2025-11-14,SHIFT_A,134,109,4,2,17,0
EMP0017,2025-11-17,SHIFT_A,142,116,5,3,28,0
EMP0017,2025-11-18,SHIFT_A,145,120,5,3,29,0
EMP0017,2025-11-19,SHIFT_A,129,90,5,2,27,0
EMP0017,2025-11-20,SHIFT_A,147,115,5,2,28,0
EMP0017,2025-11-21,SHIFT_A,142,109,4,2,8,0
EMP0017,2025-11-24,SHIFT_A,147,103,4,2,8,0
EMP0017,2025-11-25,SHIFT_A,110,81,4,3,2,0
EMP0017,2025-11-26,SHIFT_A,139,102,4,2,8,0
EMP0017,2025-11-27,SHIFT_A,141,115,6,3,12,0
EMP0017,2025-11-28,SHIFT_A,128,105,5,3,21,0
EMP0017,2025-12-01,SHIFT_A,133,98,4,2,20,0
EMP0017,2025-12-02,SHIFT_A,145,101,4,1,12,0
EMP0017,2025-12-03,SHIFT_A,143,104,5,2,21,0
EMP0017,2025-12-04,SHIFT_A,135,100,5,3,10,0
EMP0017,2025-12-05,SHIFT_A,139,99,5,2,2,0
EMP0017,2025-12-08,SHIFT_A,127,99,4,1,69,0
EMP0017,2025-12-09,SHIFT_A,114,82,3,2,1,0
EMP0017,2025-12-10,SHIFT_A,117,81,4,2,27,0
EMP0017,2025-12-11,SHIFT_A,129,95,4,3,21,0
EMP0017,2025-12-12,SHIFT_A,117,95,4,1,30,0
EMP0017,2025-12-15,SHIFT_A,148,108,4,2,22,0
EMP0017,2025-12-16,SHIFT_A,146,111,4,2,53,0
EMP0017,2025-12-17,SHIFT_A,119,94,4,3,30,1
EMP0017,2025-12-18,SHIFT_A,138,105,4,2,27,0
EMP0017,2025-12-19,SHIFT_A,118,86,4,2,15,0
EMP0017,2025-12-22,SHIFT_A,133,95,5,2,18,0
EMP0017,2025-12-23,SHIFT_A,143,97,4,2,30,0
EMP0017,2025-12-24,SHIFT_A,149,122,5,3,9,0
EMP0017,2025-12-26,SHIFT_A,149,122,5,2,0,0
EMP0017,2025-12-29,SHIFT_A,110,88,4,2,0,0
EMP0017,2025-12-30,SHIFT_A,128,106,4,2,2,0
EMP0017,2026-01-02,SHIFT_A,136,107,5,3,24,0
EMP0017,2026-01-05,SHIFT_A,115,94,4,2,9,0
EMP0017,2026-01-06,SHIFT_A,136,102,5,3,10,0
EMP0017,2026-01-07,SHIFT_A,147,108,5,2,30,0
EMP0017,2026-01-08,SHIFT_A,144,98,4,3,18,0
EMP0017,2026-01-09,SHIFT_A,133,92,4,2,60,0
EMP0017,2026-01-12,SHIFT_A,125,86,3,1,2,0
EMP0017,2026-01-13,SHIFT_A,110,87,4,2,17,0
EMP0017,2026-01-14,SHIFT_A,115,95,4,2,22,0
EMP0017,2026-01-15,SHIFT_A,136,106,4,1,11,0
EMP0017,2026-01-16,SHIFT_A,120,82,4,1,3,0
EMP0017,2026-01-19,SHIFT_A,113,77,4,2,2,0
EMP0017,2026-01-20,SHIFT_A,126,102,4,2,16,0
EMP0017,2026-01-21,SHIFT_A,121,93,4,1,15,0
EMP0017,2026-01-22,SHIFT_A,149,105,4,1,10,0
EMP0017,2026-01-23,SHIFT_A,141,116,6,2,13,0
EMP0017,2026-01-26,SHIFT_A,126,97,4,2,23,0
EMP0017,2026-01-27,SHIFT_A,129,103,4,3,16,0
EMP0017,2026-01-28,SHIFT_A,110,82,3,2,7,0
EMP0017,2026-01-29,SHIFT_A,124,87,3,1,29,0
EMP0017,2026-01-30,SHIFT_A,121,83,3,2,11,0
EMP0017,2026-02-02,SHIFT_A,118,90,4,3,73,0
EMP0017,2026-02-03,SHIFT_A,136,101,4,2,5,0
EMP0017,2026-02-05,SHIFT_A,150,122,5,2,7,0
EMP0017,2026-02-06,SHIFT_A,129,98,5,2,9,0
EMP0017,2026-02-09,SHIFT_A,119,84,3,1,23,0
EMP0017,2026-02-11,SHIFT_A,123,101,5,3,24,1
EMP0017,2026-02-12,SHIFT_A,113,86,3,2,26,0
EMP0017,2026-02-13,SHIFT_A,118,86,3,2,5,0
EMP0017,2026-02-16,SHIFT_A,133,95,4,2,36,0
EMP0017,2026-02-17,SHIFT_A,113,86,3,1,11,0
EMP0017,2026-02-18,SHIFT_A,121,84,3,2,24,0
EMP0017,2026-02-19,SHIFT_A,136,109,4,2,30,0
EMP0017,2026-02-20,SHIFT_A,123,94,4,2,23,0
EMP0017,2026-02-23,SHIFT_A,149,110,4,2,71,0
EMP0017,2026-02-24,SHIFT_A,134,103,5,3,9,0
EMP0017,2026-02-25,SHIFT_A,141,99,5,3,15,0
EMP0017,2026-02-26,SHIFT_A,118,88,4,2,30,0
EMP0017,2026-02-27,SHIFT_A,142,104,4,1,27,0
EMP0017,2026-03-02,SHIFT_A,115,90,4,2,4,0
EMP0017,2026-03-05,SHIFT_A,147,103,5,2,20,0
EMP0017,2026-03-06,SHIFT_A,127,92,4,1,3,0
EMP0017,2026-03-09,SHIFT_A,146,113,5,2,28,0
EMP0017,2026-03-10,SHIFT_A,115,89,4,2,20,0
EMP0017,2026-03-11,SHIFT_A,132,94,4,1,20,0
EMP0017,2026-03-12,SHIFT_A,130,98,4,1,6,0
EMP0017,2026-03-13,SHIFT_A,135,106,4,2,59,0
EMP0017,2026-03-16,SHIFT_A,124,96,4,2,1,0
EMP0017,2026-03-17,SHIFT_A,123,86,3,1,19,0
EMP0017,2026-03-18,SHIFT_A,134,105,4,3,23,0
EMP0017,2026-03-19,SHIFT_A,133,90,4,1,47,0
EMP0017,2026-03-20,SHIFT_A,123,96,5,2,15,0
EMP0017,2026-03-23,SHIFT_A,147,110,6,4,17,0
EMP0017,2026-03-24,SHIFT_A,133,97,4,2,30,0
EMP0017,2026-03-25,SHIFT_A,149,110,4,2,26,0
EMP0017,2026-03-26,SHIFT_A,141,97,4,2,22,0
EMP0017,2026-03-27,SHIFT_A,128,96,4,2,1,0
EMP0017,2026-03-30,SHIFT_A,123,99,5,2,10,0
EMP0017,2026-03-31,SHIFT_A,144,98,4,2,51,0
EMP0017,2026-04-01,SHIFT_A,145,100,4,2,26,0
EMP0017,2026-04-02,SHIFT_A,124,86,4,2,27,0
EMP0017,2026-04-03,SHIFT_A,147,109,5,2,7,0
EMP0017,2026-04-06,SHIFT_A,131,102,4,2,22,0
EMP0017,2026-04-07,SHIFT_A,129,100,5,3,16,0
EMP0017,2026-04-08,SHIFT_A,131,94,5,2,16,0
EMP0017,2026-04-09,SHIFT_A,149,107,4,3,16,0
EMP0017,2026-04-10,SHIFT_A,126,93,4,2,7,0
EMP0017,2026-04-13,SHIFT_A,126,95,5,2,64,0
EMP0017,2026-04-14,SHIFT_A,111,82,4,2,75,0
EMP0017,2026-04-15,SHIFT_A,130,88,4,1,51,0
EMP0017,2026-04-16,SHIFT_A,126,103,4,2,28,0
EMP0017,2026-04-17,SHIFT_A,123,97,5,3,7,0
EMP0017,2026-04-20,SHIFT_A,122,83,3,2,0,0
EMP0017,2026-04-21,SHIFT_A,130,106,4,2,23,0
EMP0017,2026-04-22,SHIFT_A,150,109,4,2,17,0
EMP0017,2026-04-23,SHIFT_A,122,83,3,1,26,0
EMP0017,2026-04-24,SHIFT_A,130,106,4,2,9,0
EMP0017,2026-04-27,SHIFT_A,128,93,4,2,33,0
EMP0017,2026-04-28,SHIFT_A,142,116,5,2,30,0
EMP0017,2026-04-29,SHIFT_A,136,99,4,2,21,0
EMP0017,2026-04-30,SHIFT_A,143,113,5,3,14,0
EMP0017,2026-05-04,SHIFT_A,141,115,6,2,9,0
EMP0017,2026-05-05,SHIFT_A,138,109,5,2,15,0
EMP0017,2026-05-06,SHIFT_A,119,90,4,2,18,0
EMP0017,2026-05-07,SHIFT_A,148,107,4,2,12,0
EMP0017,2026-05-08,SHIFT_A,135,95,4,2,6,0
EMP0017,2026-05-11,SHIFT_A,127,103,4,2,13,0
EMP0017,2026-05-12,SHIFT_A,129,94,4,2,62,0
EMP0017,2026-05-13,SHIFT_A,115,82,3,2,24,0
EMP0017,2026-05-15,SHIFT_A,142,104,5,2,74,0
EMP0017,2026-05-18,SHIFT_A,126,94,5,3,29,0
EMP0017,2026-05-19,SHIFT_A,127,95,4,1,4,0
EMP0017,2026-05-20,SHIFT_A,126,96,5,2,22,0
EMP0017,2026-05-21,SHIFT_A,139,104,4,2,19,0
EMP0017,2026-05-22,SHIFT_A,124,88,4,3,4,0
EMP0017,2026-05-25,SHIFT_A,136,108,5,2,24,0
EMP0017,2026-05-26,SHIFT_A,116,92,4,2,9,0
EMP0017,2026-05-27,SHIFT_A,130,96,4,2,26,0
EMP0017,2026-05-28,SHIFT_A,134,95,5,3,46,0
EMP0017,2026-05-29,SHIFT_A,111,86,3,1,8,0
EMP0017,2026-06-01,SHIFT_A,111,82,3,1,26,0
EMP0017,2026-06-02,SHIFT_A,112,76,4,3,15,0
EMP0017,2026-06-03,SHIFT_A,135,94,5,2,35,0
EMP0017,2026-06-04,SHIFT_A,117,93,4,2,28,0
EMP0017,2026-06-05,SHIFT_A,131,95,4,2,19,0
EMP0017,2026-06-08,SHIFT_A,117,94,4,2,18,0
EMP0017,2026-06-09,SHIFT_A,146,105,5,2,3,0
EMP0017,2026-06-10,SHIFT_A,144,104,4,2,9,0
EMP0017,2026-06-11,SHIFT_A,116,90,4,2,68,0
EMP0017,2026-06-12,SHIFT_A,146,102,4,2,1,0
EMP0017,2026-06-15,SHIFT_A,138,101,4,2,13,0
EMP0017,2026-06-16,SHIFT_A,149,116,6,2,16,0
EMP0017,2026-06-17,SHIFT_A,119,88,4,3,65,0
EMP0017,2026-06-18,SHIFT_A,135,92,4,2,5,0
EMP0017,2026-06-19,SHIFT_A,129,94,4,1,16,0
EMP0017,2026-06-22,SHIFT_A,135,103,5,2,1,0
EMP0017,2026-06-24,SHIFT_A,132,100,5,3,27,0
EMP0017,2026-06-25,SHIFT_A,126,100,4,2,46,0
EMP0017,2026-06-26,SHIFT_A,114,83,3,1,16,0
EMP0017,2026-06-29,SHIFT_A,126,94,4,2,28,1
EMP0017,2026-06-30,SHIFT_A,137,106,4,3,2,0
EMP0017,2026-07-01,SHIFT_A,139,112,6,2,15,0
EMP0017,2026-07-02,SHIFT_A,140,103,5,2,14,0
EMP0017,2026-07-03,SHIFT_A,150,113,6,2,13,0
EMP0017,2026-07-06,SHIFT_A,122,89,4,1,4,0
EMP0017,2026-07-07,SHIFT_A,111,83,4,3,22,0
EMP0017,2026-07-08,SHIFT_A,138,98,4,3,25,0
EMP0017,2026-07-09,SHIFT_A,124,92,5,3,10,0
EMP0017,2026-07-10,SHIFT_A,111,78,4,1,26,0
EMP0017,2026-07-13,SHIFT_A,143,116,5,2,13,0
EMP0017,2026-07-14,SHIFT_A,117,85,3,2,28,0
EMP0017,2026-07-15,SHIFT_A,137,108,4,2,17,0
EMP0017,2026-07-16,SHIFT_A,145,116,6,4,9,0
EMP0017,2026-07-17,SHIFT_A,142,115,5,3,27,0
EMP0017,2026-07-20,SHIFT_A,138,99,5,3,0,0
EMP0017,2026-07-21,SHIFT_A,138,105,4,1,22,0
EMP0017,2026-07-22,SHIFT_A,126,94,4,1,22,0
EMP0017,2026-07-23,SHIFT_A,123,99,4,3,20,0
EMP0017,2026-07-24,SHIFT_A,132,107,4,2,30,0
EMP0017,2026-07-27,SHIFT_A,144,119,5,2,14,0
EMP0017,2026-07-28,SHIFT_A,113,83,4,2,5,0
EMP0017,2026-07-29,SHIFT_A,148,118,5,3,5,0
EMP0017,2026-07-30,SHIFT_A,136,104,4,2,40,0
EMP0017,2026-07-31,SHIFT_A,113,86,3,2,16,0
EMP0017,2026-08-03,SHIFT_A,149,113,6,4,6,0
EMP0017,2026-08-04,SHIFT_A,119,92,4,2,23,0
EMP0017,2026-08-05,SHIFT_A,149,113,6,3,6,0
EMP0017,2026-08-06,SHIFT_A,129,103,4,1,15,0
EMP0017,2026-08-07,SHIFT_A,133,99,5,3,28,0
EMP0017,2026-08-10,SHIFT_A,122,92,4,3,56,0
EMP0017,2026-08-11,SHIFT_A,130,104,5,2,25,0
EMP0017,2026-08-12,SHIFT_A,127,96,4,2,12,0
EMP0017,2026-08-13,SHIFT_A,135,97,4,2,0,0
EMP0017,2026-08-14,SHIFT_A,114,94,4,2,28,0
EMP0017,2026-08-17,SHIFT_A,150,123,5,3,30,0
EMP0017,2026-08-19,SHIFT_A,124,100,4,1,27,0
EMP0017,2026-08-20,SHIFT_A,113,92,5,2,26,0
EMP0017,2026-08-21,SHIFT_A,137,94,5,2,4,0
EMP0017,2026-08-24,SHIFT_A,142,100,4,3,7,0
EMP0017,2026-08-26,SHIFT_A,121,97,4,1,13,0
EMP0017,2026-08-27,SHIFT_A,142,104,5,3,13,0
EMP0017,2026-08-28,SHIFT_A,134,99,4,2,7,0
EMP0017,2026-08-31,SHIFT_A,116,92,4,2,38,0
EMP0017,2026-09-01,SHIFT_A,149,102,4,2,16,0
EMP0017,2026-09-02,SHIFT_A,123,96,4,2,41,0
EMP0017,2026-09-03,SHIFT_A,116,84,3,1,20,0
EMP0017,2026-09-04,SHIFT_A,131,97,4,2,11,0
EMP0017,2026-09-07,SHIFT_A,126,87,3,1,26,0
EMP0017,2026-09-08,SHIFT_A,138,95,5,2,8,0
EMP0017,2026-09-09,SHIFT_A,120,90,5,2,20,0
EMP0017,2026-09-10,SHIFT_A,126,89,4,1,15,0
EMP0017,2026-09-11,SHIFT_A,138,110,4,1,11,0
EMP0018,2025-09-11,SHIFT_C,116,67,3,2,70,0
EMP0018,2025-09-12,SHIFT_C,150,94,5,3,30,0
EMP0018,2025-09-15,SHIFT_C,112,69,3,1,9,0
EMP0018,2025-09-16,SHIFT_C,131,81,3,1,47,0
EMP0018,2025-09-17,SHIFT_C,114,67,3,2,15,0
EMP0018,2025-09-18,SHIFT_C,121,73,3,2,20,0
EMP0018,2025-09-19,SHIFT_C,143,81,3,2,25,0
EMP0018,2025-09-22,SHIFT_C,119,68,3,2,27,0
EMP0018,2025-09-23,SHIFT_C,115,73,3,2,24,0
EMP0018,2025-09-24,SHIFT_C,138,90,5,3,25,0
EMP0018,2025-09-25,SHIFT_C,113,72,3,2,2,0
EMP0018,2025-09-26,SHIFT_C,135,79,4,2,3,0
EMP0018,2025-09-29,SHIFT_C,149,92,5,3,0,0
EMP0018,2025-09-30,SHIFT_C,128,82,3,2,17,0
EMP0018,2025-10-01,SHIFT_C,130,86,3,2,11,0
EMP0018,2025-10-02,SHIFT_C,147,87,3,1,6,0
EMP0018,2025-10-03,SHIFT_C,113,73,3,1,17,0
EMP0018,2025-10-07,SHIFT_C,138,88,4,3,13,0
EMP0018,2025-10-08,SHIFT_C,111,62,2,1,8,0
EMP0018,2025-10-09,SHIFT_C,119,71,3,2,28,0
EMP0018,2025-10-10,SHIFT_C,149,90,4,2,20,0
EMP0018,2025-10-13,SHIFT_C,146,87,3,1,21,0
EMP0018,2025-10-14,SHIFT_C,127,83,4,2,11,0
EMP0018,2025-10-15,SHIFT_C,115,67,3,1,37,0
EMP0018,2025-10-16,SHIFT_C,130,84,4,2,25,0
